intersect_bp,f_orig_query,f_match,f_unique_to_query,f_unique_weighted,average_abund,median_abund,std_abund,filename,name,md5,f_match_orig,unique_intersect_bp,gather_result_rank,remaining_bp,query_filename,query_name,query_md5,query_bp,ksize,moltype,scaled,query_n_hashes,query_abundance,query_containment_ani,match_containment_ani,average_containment_ani,max_containment_ani,potential_false_negative,n_unique_weighted_found,sum_weighted_found,total_weighted_hashes,lineage
22686000,0.020980961206585613,0.9755321436250268,0.020980961206585613,0.011346181604463943,6.957594992506392,5.0,28.404926795857154,/Users/emilycpweiss/Downloads/cheesegenomes-k31-scaled1k/signatures/d92f4e47e5efb09fc3047faf079aa86f.sig.gz,geo.pilon,d92f4e47e5efb09fc3047faf079aa86f,0.9755321436250268,22686000,0,108378000,/Users/emilycpweiss/medaka/rawsr/om8week_2.fq.gz,oma8sr,590653c8,1081266000,31,DNA,1000,1081266,True,0.8828061192746695,0.9992012169862001,0.9410036681304348,0.9992012169862001,False,157840,157840,13911288,Eukaryota;Ascomycota;Saccharomycetes;Saccharomycetales;Dipodascaceae;Geotrichum;Geotrichum candidum;geo.pilon
8249000,0.007629020056119401,0.8853339059480352,0.007626245530701973,0.0018709985732449793,3.1564394858113025,3.0,4.683225040703298,/Users/emilycpweiss/Downloads/genbank-2022-4/signatures/1bd7780a720df7a8194ffcc26d8f6a88.sig.gz,"GCA_931301845.1 Torulaspora delbrueckii, PYCC 8932",1bd7780a720df7a8194ffcc26d8f6a88,0.8856560017178441,8246000,1,100132000,/Users/emilycpweiss/medaka/rawsr/om8week_2.fq.gz,oma8sr,590653c8,1081266000,31,DNA,1000,1081266,True,0.8544615812833101,0.9960906722445201,0.9252761267639151,0.9960906722445201,False,26028,183868,13911288,Eukaryota;Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Torulaspora;Torulaspora delbrueckii
7243000,0.0066986291994754294,0.22471143105374208,0.006697704357669621,0.0007744070858140525,1.487572493786247,1.0,2.669117768276257,/Users/emilycpweiss/Downloads/genbank-2022-4/signatures/67129159ae2ce764c43409650b7061bd.sig.gz,"GCA_013618395.1 Fusarium domesticum strain=NRRL 29976, ASM1361839v1",67129159ae2ce764c43409650b7061bd,0.22474245997269454,7242000,2,92890000,/Users/emilycpweiss/medaka/rawsr/om8week_2.fq.gz,oma8sr,590653c8,1081266000,31,DNA,1000,1081266,True,0.8508843073340098,0.952986211741115,0.9019352595375624,0.952986211741115,False,10773,194641,13911288,Eukaryota;Ascomycota;Sordariomycetes;Hypocreales;Nectriaceae;Fusarium;Fusarium domesticum
4012000,0.003710465324906175,0.9584328714763497,0.003710465324906175,0.004146057503805542,14.376121635094716,9.0,36.03466202853342,/Users/emilycpweiss/Downloads/genbank-2022.03-bacteria-k31.zip.download/genbank-2022.03-bacteria-k31.zip,"GCA_003335355.1 Brachybacterium alimentarium strain=738_10, ASM333535v1",7997f3b790f1efc154152b58762ff881,0.9584328714763497,4012000,3,88878000,/Users/emilycpweiss/medaka/rawsr/om8week_2.fq.gz,oma8sr,590653c8,1081266000,31,DNA,1000,1081266,True,0.8348231116617044,0.9986313969433747,0.9167272543025395,0.9986313969433747,False,57677,252318,13911288,Bacteria;Actinobacteria;Actinomycetia;Micrococcales;Dermabacteraceae;Brachybacterium;Brachybacterium alimentarium
3901000,0.003607807884461363,0.9444444444444444,0.00360040915001489,0.010054496751127573,35.92884664782944,37.0,22.25726612435705,/Users/emilycpweiss/Downloads/genbank-2022.03-bacteria-k31.zip.download/genbank-2022.03-bacteria-k31.zip,"GCA_003335365.1 Brevibacterium aurantiacum strain=876_7, ASM333536v1",a7128dae49db25b116ab6d0562568548,0.9463852498786997,3893000,4,84985000,/Users/emilycpweiss/medaka/rawsr/om8week_2.fq.gz,oma8sr,590653c8,1081266000,31,DNA,1000,1081266,True,0.8340678863279647,0.9982239805425827,0.9161459334352737,0.9982239805425827,False,139871,392189,13911288,Bacteria;Actinobacteria;Actinomycetia;Micrococcales;Brevibacteriaceae;Brevibacterium;Brevibacterium aurantiacum
3855000,0.0035652651613941435,0.7930466982102448,0.0035652651613941435,0.06608920755576335,238.49182879377432,226.0,193.95300318107738,/Users/emilycpweiss/Downloads/genbank-2022.03-bacteria-k31.zip.download/genbank-2022.03-bacteria-k31.zip,"GCA_014861445.1 Pseudoalteromonas prydzensis strain=FME14, ASM1486144v1",fc081b163062c15727cdd233c91327c3,0.7930466982102448,3855000,5,81130000,/Users/emilycpweiss/medaka/rawsr/om8week_2.fq.gz,oma8sr,590653c8,1081266000,31,DNA,1000,1081266,True,0.833748797397507,0.9925481242259264,0.9131484608117166,0.9925481242259264,False,919386,1311575,13911288,Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Pseudoalteromonadaceae;Pseudoalteromonas;Pseudoalteromonas prydzensis
3731000,0.0034505847774738132,0.988009592326139,0.0034293134159402035,0.04978654744262357,186.78398058252426,166.0,158.99453998655352,/Users/emilycpweiss/Downloads/genbank-2022.03-bacteria-k31.zip.download/genbank-2022.03-bacteria-k31.zip,"GCA_002878675.1 Glutamicibacter arilaitensis strain=JB182, ASM287867v1",f4ef09635601f9c437b12b2deaa3ee8f,0.9941380229150013,3708000,6,77422000,/Users/emilycpweiss/medaka/rawsr/om8week_2.fq.gz,oma8sr,590653c8,1081266000,31,DNA,1000,1081266,True,0.8328699326292016,0.9998103655340546,0.9163401490816281,0.9998103655340546,False,692595,2004170,13911288,Bacteria;Actinobacteria;Actinomycetia;Micrococcales;Micrococcaceae;Glutamicibacter;Glutamicibacter arilaitensis
3638000,0.003364574489533565,0.30522425667730557,0.0033608751223103287,0.0003768881788659684,1.4427627958172813,1.0,1.4218395091761074,/Users/emilycpweiss/Downloads/genbank-2022-4/signatures/a8ede917705cd4ecc3d0ec6c096a29a6.sig.gz,"GCA_000006445.2 Debaryomyces hansenii CBS767 strain=CBS767, ASM644v2",a8ede917705cd4ecc3d0ec6c096a29a6,0.30556022173693936,3634000,7,73788000,/Users/emilycpweiss/medaka/rawsr/om8week_2.fq.gz,oma8sr,590653c8,1081266000,31,DNA,1000,1081266,True,0.8321920318494171,0.9624766892399054,0.8973343605446613,0.9624766892399054,False,5243,2009413,13911288,Eukaryota;Ascomycota;Saccharomycetes;Saccharomycetales;Debaryomycetaceae;Debaryomyces;Debaryomyces hansenii;Debaryomyces hansenii CBS767
3399000,0.0031435372979451864,0.8488255872063968,0.003141687614333568,0.004122767065134443,16.883426552840742,13.0,73.22278769141482,/Users/emilycpweiss/Downloads/genbank-2022.03-bacteria-k31.zip.download/genbank-2022.03-bacteria-k31.zip,"GCA_002218025.2 Vibrio casei strain=DSM 22364, ASM221802v2",0ae5fce16ed04317a8fff459cea1eeb4,0.8493253373313343,3397000,8,70391000,/Users/emilycpweiss/medaka/rawsr/om8week_2.fq.gz,oma8sr,590653c8,1081266000,31,DNA,1000,1081266,True,0.8303698430601545,0.9947456922438269,0.9125577676519907,0.9947456922438269,False,57353,2066766,13911288,Bacteria;Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae;Vibrio;Vibrio casei
3336000,0.003085272264179212,0.7787274453941121,0.0030334811230539015,0.003097843995466128,13.138719512195122,11.0,26.027529296634754,/Users/emilycpweiss/Downloads/genbank-2022.03-bacteria-k31.zip.download/genbank-2022.03-bacteria-k31.zip,"GCA_900455185.1 Pseudoalteromonas nigrifaciens strain=NCTC10691, 56931_A02",9a0677f3a75700e4b437761f2225f672,0.792022792022792,3280000,9,67111000,/Users/emilycpweiss/medaka/rawsr/om8week_2.fq.gz,oma8sr,590653c8,1081266000,31,DNA,1000,1081266,True,0.8298688583828558,0.9925067602052741,0.911187809294065,0.9925067602052741,False,43095,2109861,13911288,Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Pseudoalteromonadaceae;Pseudoalteromonas;Pseudoalteromonas nigrifaciens
