intersect_bp,f_orig_query,f_match,f_unique_to_query,f_unique_weighted,average_abund,median_abund,std_abund,filename,name,md5,f_match_orig,unique_intersect_bp,gather_result_rank,remaining_bp,query_filename,query_name,query_md5,query_bp,ksize,moltype,scaled,query_n_hashes,query_abundance,query_containment_ani,match_containment_ani,average_containment_ani,max_containment_ani,potential_false_negative,n_unique_weighted_found,sum_weighted_found,total_weighted_hashes,lineage
22240000,0.02580282879753481,0.956353472371533,0.02580282879753481,0.008929578972270716,5.386915467625899,4.0,22.955585040473444,/Users/emilycpweiss/Downloads/cheesegenomes-k31-scaled1k/signatures/d92f4e47e5efb09fc3047faf079aa86f.sig.gz,geo.pilon,d92f4e47e5efb09fc3047faf079aa86f,0.956353472371533,22240000,0,80090000,/Users/emilycpweiss/medaka/rawsr/om4week_2.fq.gz,om4sr,0755c75f,861921000,31,DNA,1000,861921,True,0.888716947258325,0.9985614327218654,0.9436391899900951,0.9985614327218654,False,119805,119805,13416646,Eukaryota;Ascomycota;Saccharomycetes;Saccharomycetales;Dipodascaceae;Geotrichum;Geotrichum candidum;geo.pilon
8928000,0.010358257891384478,0.9582349151814473,0.010354777293974738,0.0032786882802154876,4.928739495798319,4.0,8.0599621070717,/Users/emilycpweiss/Downloads/genbank-2022-4/signatures/1bd7780a720df7a8194ffcc26d8f6a88.sig.gz,"GCA_931301845.1 Torulaspora delbrueckii, PYCC 8932",1bd7780a720df7a8194ffcc26d8f6a88,0.9585570109512562,8925000,1,71165000,/Users/emilycpweiss/medaka/rawsr/om4week_2.fq.gz,om4sr,0755c75f,861921000,31,DNA,1000,861921,True,0.862932828124296,0.9986355691375179,0.9307841986309069,0.9986355691375179,False,43989,163794,13416646,Eukaryota;Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Torulaspora;Torulaspora delbrueckii
5945000,0.006897383866966926,0.49907609608600706,0.006893903269557187,0.0007650198119559836,1.727364523729384,1.0,1.9135792857912517,/Users/emilycpweiss/Downloads/genbank-2022-4/signatures/a8ede917705cd4ecc3d0ec6c096a29a6.sig.gz,"GCA_000006445.2 Debaryomyces hansenii CBS767 strain=CBS767, ASM644v2",a8ede917705cd4ecc3d0ec6c096a29a6,0.4993280698807324,5942000,2,65223000,/Users/emilycpweiss/medaka/rawsr/om4week_2.fq.gz,om4sr,0755c75f,861921000,31,DNA,1000,861921,True,0.851687242258679,0.977846116954616,0.9147666796066475,0.977846116954616,False,10264,174058,13416646,Eukaryota;Ascomycota;Saccharomycetes;Saccharomycetales;Debaryomycetaceae;Debaryomyces;Debaryomyces hansenii;Debaryomyces hansenii CBS767
3860000,0.004478368667198038,0.7940752931495577,0.004478368667198038,0.08000717914149334,278.0901554404145,259.0,236.89382780980173,/Users/emilycpweiss/Downloads/genbank-2022.03-bacteria-k31.zip.download/genbank-2022.03-bacteria-k31.zip,"GCA_014861445.1 Pseudoalteromonas prydzensis strain=FME14, ASM1486144v1",fc081b163062c15727cdd233c91327c3,0.7940752931495577,3860000,3,61363000,/Users/emilycpweiss/medaka/rawsr/om4week_2.fq.gz,om4sr,0755c75f,861921000,31,DNA,1000,861921,True,0.8399040440391503,0.9925896256585677,0.916246834848859,0.9925896256585677,False,1073428,1247486,13416646,Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Pseudoalteromonadaceae;Pseudoalteromonas;Pseudoalteromonas prydzensis
3731000,0.004328702978579243,0.9941380229150013,0.004328702978579243,0.02682987983733043,96.48003216295899,85.0,79.96268102755822,/Users/emilycpweiss/Downloads/genbank-2022.03-bacteria-k31.zip.download/genbank-2022.03-bacteria-k31.zip,"GCA_002878675.1 Glutamicibacter arilaitensis strain=JB182, ASM287867v1",f4ef09635601f9c437b12b2deaa3ee8f,0.9941380229150013,3731000,4,57632000,/Users/emilycpweiss/medaka/rawsr/om4week_2.fq.gz,om4sr,0755c75f,861921000,31,DNA,1000,861921,True,0.8389836105134891,0.9998103655340546,0.9193969880237718,0.9998103655340546,False,359967,1607453,13416646,Bacteria;Actinobacteria;Actinomycetia;Micrococcales;Micrococcaceae;Glutamicibacter;Glutamicibacter arilaitensis
3408000,0.003953958657463967,0.8510744627686156,0.003951638259190807,0.005565101740032494,21.92160892542572,17.0,77.31022465777897,/Users/emilycpweiss/Downloads/genbank-2022.03-bacteria-k31.zip.download/genbank-2022.03-bacteria-k31.zip,"GCA_002218025.2 Vibrio casei strain=DSM 22364, ASM221802v2",0ae5fce16ed04317a8fff459cea1eeb4,0.8515742128935532,3406000,5,54226000,/Users/emilycpweiss/medaka/rawsr/om4week_2.fq.gz,om4sr,0755c75f,861921000,31,DNA,1000,861921,True,0.8365365236029016,0.9948305488979995,0.9156835362504505,0.9948305488979995,False,74665,1682118,13416646,Bacteria;Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae;Vibrio;Vibrio casei
3404000,0.003949317860917648,0.769674590353104,0.0038692641204936414,0.030429959916956892,122.4191904047976,127.0,96.69985088387544,/Users/emilycpweiss/Downloads/genbank-2022.03-bacteria-k31.zip.download/genbank-2022.03-bacteria-k31.zip,"GCA_014861425.1 Pseudoalteromonas nigrifaciens strain=FME53, ASM1486142v1",c77c36ace7ca495279be3ee496d0ec8e,0.7855988922224787,3335000,6,50891000,/Users/emilycpweiss/medaka/rawsr/om4week_2.fq.gz,om4sr,0755c75f,861921000,31,DNA,1000,861921,True,0.8365048330085293,0.9922460590097996,0.9143754460091644,0.9922460590097996,False,408268,2090386,13416646,Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Pseudoalteromonadaceae;Pseudoalteromonas;Pseudoalteromonas nigrifaciens
3102000,0.0035989377216705475,0.8489169180148067,0.0035919765268510686,0.4621175813985105,2002.6059431524548,1819.0,2739.350988747379,/Users/emilycpweiss/Downloads/genbank-2022.03-bacteria-k31.zip.download/genbank-2022.03-bacteria-k31.zip,"GCA_014861395.1 Psychrobacter sp. FME13 strain=FME13, ASM1486139v1",8b348a8db16e5276ae6db5504bd68b0d,0.8505621058404168,3096000,7,47795000,/Users/emilycpweiss/medaka/rawsr/om4week_2.fq.gz,om4sr,0755c75f,861921000,31,DNA,1000,861921,True,0.8340016578039103,0.994792386008595,0.9143970219062527,0.994792386008595,False,6200068,8290454,13416646,Bacteria;Proteobacteria;Gammaproteobacteria;Moraxellales;Moraxellaceae;Psychrobacter;Psychrobacter sp. FME13
2923000,0.003391262076222763,0.7618177069731,0.003384300881403284,0.0008381379370075054,3.854988001371272,3.0,2.688977483278931,/Users/emilycpweiss/Downloads/genbank-2022.03-bacteria-k31.zip.download/genbank-2022.03-bacteria-k31.zip,"GCA_014897945.1 Halomonas sp. 1M45 strain=1M45, ASM1489794v1",8e2059885119e8486a13ad981c2b3658,0.7633846957430138,2917000,8,44878000,/Users/emilycpweiss/medaka/rawsr/om4week_2.fq.gz,om4sr,0755c75f,861921000,31,DNA,1000,861921,True,0.8324041508760452,0.9913283598318641,0.9118662553539547,0.9913283598318641,False,11245,8301699,13416646,Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Halomonadaceae;Halomonas;Halomonas sp. 1M45
2778000,0.0032230332014186913,0.7530657748049052,0.0031348580670386263,0.014033611679103705,69.68319763138416,23.0,651.209972384997,/Users/emilycpweiss/Downloads/genbank-2022.03-bacteria-k31.zip.download/genbank-2022.03-bacteria-k31.zip,"GCA_900016235.2 Psychrobacter cibarius strain=W1, ASM90001623v2",985e7b5268de26b2cfcb5c9d660f264f,0.774247491638796,2702000,9,42176000,/Users/emilycpweiss/medaka/rawsr/om4week_2.fq.gz,om4sr,0755c75f,861921000,31,DNA,1000,861921,True,0.8310390748905527,0.9917803002602349,0.9114096875753939,0.9917803002602349,False,188284,8489983,13416646,Bacteria;Proteobacteria;Gammaproteobacteria;Moraxellales;Moraxellaceae;Psychrobacter;Psychrobacter cibarius
