intersect_bp,f_orig_query,f_match,f_unique_to_query,f_unique_weighted,average_abund,median_abund,std_abund,filename,name,md5,f_match_orig,unique_intersect_bp,gather_result_rank,remaining_bp,query_filename,query_name,query_md5,query_bp,ksize,moltype,scaled,query_n_hashes,query_abundance,query_containment_ani,match_containment_ani,average_containment_ani,max_containment_ani,potential_false_negative,n_unique_weighted_found,sum_weighted_found,total_weighted_hashes,lineage
22904000,0.023780946171001866,0.9849064717265105,0.023780946171001866,0.020815829880928238,12.548026545581557,10.0,58.08028094544099,/Users/emilycpweiss/Downloads/cheesegenomes-k31-scaled1k/signatures/d92f4e47e5efb09fc3047faf079aa86f.sig.gz,geo.pilon,d92f4e47e5efb09fc3047faf079aa86f,0.9849064717265105,22904000,0,88545000,/Users/emilycpweiss/medaka/rawsr/om2week_2.fq.gz,om2sr,a653e98a,963124000,31,DNA,1000,963124,True,0.8863807067895811,0.9995095204895744,0.9429451136395778,0.9995095204895744,False,287400,287400,13806800,Eukaryota;Ascomycota;Saccharomycetes;Saccharomycetales;Dipodascaceae;Geotrichum;Geotrichum candidum;geo.pilon
11460000,0.011898779388739145,0.9625398958508316,0.011898779388739145,0.004149259785033462,4.998952879581152,4.0,7.114913100828052,/Users/emilycpweiss/Downloads/genbank-2022-4/signatures/a8ede917705cd4ecc3d0ec6c096a29a6.sig.gz,"GCA_000006445.2 Debaryomyces hansenii CBS767 strain=CBS767, ASM644v2",a8ede917705cd4ecc3d0ec6c096a29a6,0.9625398958508316,11460000,1,77085000,/Users/emilycpweiss/medaka/rawsr/om2week_2.fq.gz,om2sr,a653e98a,963124000,31,DNA,1000,963124,True,0.866801057843855,0.9987691528421023,0.9327851053429786,0.9987691528421023,False,57288,344688,13806800,Eukaryota;Ascomycota;Saccharomycetes;Saccharomycetales;Debaryomycetaceae;Debaryomyces;Debaryomyces hansenii;Debaryomyces hansenii CBS767
9127000,0.009476453706895477,0.9792785054756281,0.009470223979466818,0.01252238027638555,18.955596974016007,17.0,30.546907959332692,/Users/emilycpweiss/Downloads/genbank-2022-4/signatures/1bd7780a720df7a8194ffcc26d8f6a88.sig.gz,"GCA_931301845.1 Torulaspora delbrueckii, PYCC 8932",1bd7780a720df7a8194ffcc26d8f6a88,0.9799226970152458,9121000,2,67964000,/Users/emilycpweiss/medaka/rawsr/om2week_2.fq.gz,om2sr,a653e98a,963124000,31,DNA,1000,963124,True,0.8604596531833265,0.9993459690997217,0.9299028111415242,0.9993459690997217,False,172894,517582,13806800,Eukaryota;Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Torulaspora;Torulaspora delbrueckii
5283000,0.0054852750009344595,0.4665429152302661,0.005480083561410576,0.0006008633427006982,1.5718075028419856,1.0,1.1595269053642203,/Users/emilycpweiss/Downloads/genbank-2022-4/signatures/530f82c504c2c00920e2e5157712ffbc.sig.gz,"GCA_001661235.1 Pichia membranifaciens NRRL Y-2026 strain=NRRL Y-2026, Picme2",530f82c504c2c00920e2e5157712ffbc,0.4669848846459825,5278000,3,62686000,/Users/emilycpweiss/medaka/rawsr/om2week_2.fq.gz,om2sr,a653e98a,963124000,31,DNA,1000,963124,True,0.8454168827173429,0.9757360459872118,0.9105764643522773,0.9757360459872118,False,8296,525878,13806800,Eukaryota;Ascomycota;Saccharomycetes;Saccharomycetales;Pichiaceae;Pichia;Pichia membranifaciens;Pichia membranifaciens NRRL Y-2026
5218000,0.005417786287123984,0.49162803897455304,0.005395982241123676,0.0006256337456905293,1.6621127573600154,1.0,1.933305410398402,/Users/emilycpweiss/Downloads/genbank-2022-4/signatures/114ad07f5dc9335b76ccdb988972cc57.sig.gz,"GCA_002151565.1 Kluyveromyces lactis strain=GG799, ASM215156v1",114ad07f5dc9335b76ccdb988972cc57,0.4936146059975404,5197000,4,57489000,/Users/emilycpweiss/medaka/rawsr/om2week_2.fq.gz,om2sr,a653e98a,963124000,31,DNA,1000,963124,True,0.8450793306691188,0.9774831740503875,0.9112812523597531,0.9774831740503875,False,8638,534516,13806800,Eukaryota;Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Kluyveromyces;Kluyveromyces lactis
4449000,0.004619342888350825,0.3447178452223861,0.004611036585112613,0.0004594113045745575,1.4282819184868274,1.0,1.067989100384658,/Users/emilycpweiss/Downloads/genbank-2022-4/signatures/13ac32703efbade47acd123c1c413c11.sig.gz,"GCA_014049585.1 Candida parapsilosis strain=FDAARGOS_650, ASM1404958v1",13ac32703efbade47acd123c1c413c11,0.34533881859815263,4441000,5,53048000,/Users/emilycpweiss/medaka/rawsr/om2week_2.fq.gz,om2sr,a653e98a,963124000,31,DNA,1000,963124,True,0.840744195136285,0.966283781641499,0.903513988388892,0.966283781641499,False,6343,540859,13806800,Eukaryota;Ascomycota;Saccharomycetes;Saccharomycetales;Debaryomycetaceae;Candida;Candida parapsilosis
3849000,0.003996370145484901,0.7918123842830693,0.003996370145484901,0.014398846944983631,51.65029877890361,48.0,44.032963461207046,/Users/emilycpweiss/Downloads/genbank-2022.03-bacteria-k31.zip.download/genbank-2022.03-bacteria-k31.zip,"GCA_014861445.1 Pseudoalteromonas prydzensis strain=FME14, ASM1486144v1",fc081b163062c15727cdd233c91327c3,0.7918123842830693,3849000,6,49199000,/Users/emilycpweiss/medaka/rawsr/om2week_2.fq.gz,om2sr,a653e98a,963124000,31,DNA,1000,963124,True,0.8368244824896903,0.9924982536908333,0.9146613680902618,0.9924982536908333,False,198802,739661,13806800,Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Pseudoalteromonadaceae;Pseudoalteromonas;Pseudoalteromonas prydzensis
3733000,0.0038759287485308227,0.9946709299227284,0.0038759287485308227,0.1622814844859055,600.2110902759175,527.0,526.4168384728167,/Users/emilycpweiss/Downloads/genbank-2022.03-bacteria-k31.zip.download/genbank-2022.03-bacteria-k31.zip,"GCA_002878675.1 Glutamicibacter arilaitensis strain=JB182, ASM287867v1",f4ef09635601f9c437b12b2deaa3ee8f,0.9946709299227284,3733000,7,45466000,/Users/emilycpweiss/medaka/rawsr/om2week_2.fq.gz,om2sr,a653e98a,963124000,31,DNA,1000,963124,True,0.8359988316224783,0.999827649685621,0.9179132406540497,0.999827649685621,False,2240588,2980249,13806800,Bacteria;Actinobacteria;Actinomycetia;Micrococcales;Micrococcaceae;Glutamicibacter;Glutamicibacter arilaitensis
3394000,0.0035239491488115757,0.847576211894053,0.0035218725730020227,0.00268802329287018,10.94133254716981,8.0,62.010149535331145,/Users/emilycpweiss/Downloads/genbank-2022.03-bacteria-k31.zip.download/genbank-2022.03-bacteria-k31.zip,"GCA_002218025.2 Vibrio casei strain=DSM 22364, ASM221802v2",0ae5fce16ed04317a8fff459cea1eeb4,0.8480759620189905,3392000,8,42074000,/Users/emilycpweiss/medaka/rawsr/om2week_2.fq.gz,om2sr,a653e98a,963124000,31,DNA,1000,963124,True,0.833435362687355,0.9946984556552418,0.9140669091712984,0.9946984556552418,False,37113,3017362,13806800,Bacteria;Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae;Vibrio;Vibrio casei
3295000,0.003421158646238698,0.7689933523266856,0.003363014523571212,0.003301199408986876,14.071935782648966,13.0,9.824050089518035,/Users/emilycpweiss/Downloads/genbank-2022.03-bacteria-k31.zip.download/genbank-2022.03-bacteria-k31.zip,"GCA_900455185.1 Pseudoalteromonas nigrifaciens strain=NCTC10691, 56931_A02",9a0677f3a75700e4b437761f2225f672,0.7822886989553656,3239000,9,38835000,/Users/emilycpweiss/medaka/rawsr/om2week_2.fq.gz,om2sr,a653e98a,963124000,31,DNA,1000,963124,True,0.8326398656013604,0.9921109148817325,0.9123753902415465,0.9921109148817325,False,45579,3062941,13806800,Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Pseudoalteromonadaceae;Pseudoalteromonas;Pseudoalteromonas nigrifaciens
3082000,0.003200003322521295,0.8434329585961063,0.003193773595092636,0.42141589651476086,1891.549089726918,1676.0,2790.450236659472,/Users/emilycpweiss/Downloads/genbank-2022.03-bacteria-k31.zip.download/genbank-2022.03-bacteria-k31.zip,"GCA_014861395.1 Psychrobacter sp. FME13 strain=FME13, ASM1486139v1",8b348a8db16e5276ae6db5504bd68b0d,0.8450781464217165,3076000,10,35759000,/Users/emilycpweiss/medaka/rawsr/om2week_2.fq.gz,om2sr,a653e98a,963124000,31,DNA,1000,963124,True,0.8308468575166492,0.9945848385235678,0.9127158480201085,0.9945848385235678,False,5818405,8881346,13806800,Bacteria;Proteobacteria;Gammaproteobacteria;Moraxellales;Moraxellaceae;Psychrobacter;Psychrobacter sp. FME13
2794000,0.0029009764059456516,0.891193363114231,0.002899938118040875,0.000612017266854014,3.025420694593627,3.0,2.8548358562425307,/Users/emilycpweiss/Downloads/genbank-2022.03-bacteria-k31.zip.download/genbank-2022.03-bacteria-k31.zip,"GCA_016757695.1 Lacticaseibacillus paracasei subsp. tolerans strain=S-NB, ASM1675769v1",2345e44bdee6308095e758e43c8c4830,0.8915124441608169,2793000,11,32966000,/Users/emilycpweiss/medaka/rawsr/om2week_2.fq.gz,om2sr,a653e98a,963124000,31,DNA,1000,963124,True,0.8282216653819323,0.9963024694377702,0.9122620674098513,0.9963024694377702,False,8450,8889796,13806800,Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lacticaseibacillus;Lacticaseibacillus paracasei
2760000,0.0028656746171832493,0.9280188361923982,0.002864636329278473,0.0013225367210360113,6.61833997825299,6.0,6.360360889740049,/Users/emilycpweiss/Downloads/genbank-2022.03-bacteria-k31.zip.download/genbank-2022.03-bacteria-k31.zip,"GCA_001747815.1 Staphylococcus equorum strain=947_12, ASM174781v1",a83fba77e90466c05a72db2c486456ed,0.9283551967709385,2759000,12,30207000,/Users/emilycpweiss/medaka/rawsr/om2week_2.fq.gz,om2sr,a653e98a,963124000,31,DNA,1000,963124,True,0.8278946203206273,0.997604780730086,0.9127497005253566,0.997604780730086,False,18260,8908056,13806800,Bacteria;Firmicutes;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;Staphylococcus equorum
2142000,0.002224012692031348,0.5758082497212932,0.002145102811268331,0.008810079091462178,58.87657308809293,3.0,674.059177086112,/Users/emilycpweiss/Downloads/genbank-2022.03-bacteria-k31.zip.download/genbank-2022.03-bacteria-k31.zip,"GCA_900016235.2 Psychrobacter cibarius strain=W1, ASM90001623v2",985e7b5268de26b2cfcb5c9d660f264f,0.596989966555184,2066000,13,28141000,/Users/emilycpweiss/medaka/rawsr/om2week_2.fq.gz,om2sr,a653e98a,963124000,31,DNA,1000,963124,True,0.8211524304061268,0.9834972050737707,0.9023248177399488,0.9834972050737707,False,121639,9029695,13806800,Bacteria;Proteobacteria;Gammaproteobacteria;Moraxellales;Moraxellaceae;Psychrobacter;Psychrobacter cibarius
1952000,0.0020267379901238052,0.6706896551724137,0.00201946997479037,0.00036873134976967873,2.6174807197943446,2.0,3.00363153425768,/Users/emilycpweiss/Downloads/genbank-2022.03-bacteria-k31.zip.download/genbank-2022.03-bacteria-k31.zip,"GCA_900248205.2 Lactococcus lactis, ASM90024820v2",bb125e9fe2849b69924070a105405246,0.6731034482758621,1945000,14,26196000,/Users/emilycpweiss/medaka/rawsr/om2week_2.fq.gz,om2sr,a653e98a,963124000,31,DNA,1000,963124,True,0.8186956889166218,0.9873116284339027,0.9030036586752623,0.9873116284339027,False,5091,9034786,13806800,Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Lactococcus;Lactococcus lactis
1776000,0.0018439993188831346,0.9932584269662922,0.0018356930156449222,0.0010842483413969928,8.467194570135746,8.0,4.5676227074307025,/Users/emilycpweiss/Downloads/genbank-2022.03-bacteria-k31.zip.download/genbank-2022.03-bacteria-k31.zip,"GCA_000262675.1 Streptococcus thermophilus MN-ZLW-002 strain=MN-ZLW-002, ASM26267v1",bb3b402f759b101f5c6358332c93b4bd,0.9977528089887641,1768000,15,24428000,/Users/emilycpweiss/medaka/rawsr/om2week_2.fq.gz,om2sr,a653e98a,963124000,31,DNA,1000,963124,True,0.8162040286969556,0.9999274310289321,0.9080657298629439,0.9999274310289321,False,14970,9049756,13806800,Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus thermophilus;Streptococcus thermophilus MN-ZLW-002
1751000,0.001818042121263721,0.3597861842105263,0.0018170038333589443,0.00018020106034707535,1.4217142857142857,1.0,0.7569770168780771,/Users/emilycpweiss/Downloads/genbank-2022.03-bacteria-k31.zip.download/genbank-2022.03-bacteria-k31.zip,"GCA_012689215.1 Hafnia alvei strain=B16-3, ASM1268921v1",d433ac5c1c75d6edc4b63f1b73a001d2,0.3599917763157895,1750000,16,22678000,/Users/emilycpweiss/medaka/rawsr/om2week_2.fq.gz,om2sr,a653e98a,963124000,31,DNA,1000,963124,True,0.8158308562599701,0.9675799433042211,0.8917053997820956,0.9675799433042211,False,2488,9052244,13806800,Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Hafniaceae;Hafnia;Hafnia alvei
3216000,0.0033391339017613516,0.11625411908958541,0.0015750827515460108,0.0004738969203580844,4.313117996044825,1.0,24.32005161009434,/Users/emilycpweiss/Downloads/genbank-2022-4/signatures/2fb89cd9cc8f6cc13a002f2a05ba349e.sig.gz,"GCA_016097515.1 Debaryomyces hansenii strain=C0-11-Y2, CAU_DHC11_v01_pri",2fb89cd9cc8f6cc13a002f2a05ba349e,0.24645566710092728,1517000,17,21161000,/Users/emilycpweiss/medaka/rawsr/om2week_2.fq.gz,om2sr,a653e98a,963124000,31,DNA,1000,963124,True,0.831988302873948,0.9558256289433367,0.8939069659086423,0.9558256289433367,False,6543,9058787,13806800,Eukaryota;Ascomycota;Saccharomycetes;Saccharomycetales;Debaryomycetaceae;Debaryomyces;Debaryomyces hansenii
19660000,0.02041274020790677,0.054474210997061207,0.0013279702302091943,0.00026349335110235537,2.844409695074277,2.0,3.228106328574798,/Users/emilycpweiss/Downloads/genbank-2022-4/signatures/661ad437e2604379fe3ca00960181c06.sig.gz,"GCA_013305595.1 Geotrichum candidum strain=LMA-317, LMA-317_V2",661ad437e2604379fe3ca00960181c06,0.8373440095404404,1279000,18,19882000,/Users/emilycpweiss/medaka/rawsr/om2week_2.fq.gz,om2sr,a653e98a,963124000,31,DNA,1000,963124,True,0.8820245785290993,0.9942899039605956,0.9381572412448475,0.9942899039605956,False,3638,9062425,13806800,Eukaryota;Ascomycota;Saccharomycetes;Saccharomycetales;Dipodascaceae;Geotrichum;Geotrichum candidum
