intersect_bp,f_orig_query,f_match,f_unique_to_query,f_unique_weighted,average_abund,median_abund,std_abund,filename,name,md5,f_match_orig,unique_intersect_bp,gather_result_rank,remaining_bp,query_filename,query_name,query_md5,query_bp,ksize,moltype,scaled,query_n_hashes,query_abundance,query_containment_ani,match_containment_ani,average_containment_ani,max_containment_ani,potential_false_negative,n_unique_weighted_found,sum_weighted_found,total_weighted_hashes,lineage
21817000,0.01600606289149449,0.9370356053773139,0.01600606289149449,0.353738023702029,212.56822661227483,190.0,844.3755546078747,/Users/emilycpweiss/Downloads/genbank-2022-4/signatures/3f9790728db4ea2c4534e3a56961ab89.sig.gz,"GCA_013365065.1 Geotrichum candidum strain=LMA-1028, LMA-1028_V2",3f9790728db4ea2c4534e3a56961ab89,0.9370356053773139,21817000,0,86872000,/Users/emilycpweiss/medaka/rawsr/el2week_2.fq.gz,el2sr,59c91742,1363046000,31,DNA,1000,1363046,True,0.8751322612648595,0.9979043280857421,0.9365182946753008,0.9979043280857421,False,4637601,4637601,13110270,Eukaryota;Ascomycota;Saccharomycetes;Saccharomycetales;Dipodascaceae;Geotrichum;Geotrichum candidum
11412000,0.008372424701734204,0.9585083151352259,0.008372424701734204,0.08817217341824386,101.293463021381,93.0,140.50561150995097,/Users/emilycpweiss/Downloads/genbank-2022-4/signatures/a8ede917705cd4ecc3d0ec6c096a29a6.sig.gz,"GCA_000006445.2 Debaryomyces hansenii CBS767 strain=CBS767, ASM644v2",a8ede917705cd4ecc3d0ec6c096a29a6,0.9585083151352259,11412000,1,75460000,/Users/emilycpweiss/medaka/rawsr/el2week_2.fq.gz,el2sr,59c91742,1363046000,31,DNA,1000,1363046,True,0.8570283761560076,0.9986339325858824,0.927831154370945,0.9986339325858824,False,1155961,5793562,13110270,Eukaryota;Ascomycota;Saccharomycetes;Saccharomycetales;Debaryomycetaceae;Debaryomyces;Debaryomyces hansenii;Debaryomyces hansenii CBS767
4660000,0.0034188134516369953,0.4403556900955444,0.003415145196860561,0.0010879257254045873,3.064017185821697,1.0,95.73873206255098,/Users/emilycpweiss/Downloads/genbank-2022-4/signatures/114ad07f5dc9335b76ccdb988972cc57.sig.gz,"GCA_002151565.1 Kluyveromyces lactis strain=GG799, ASM215156v1",114ad07f5dc9335b76ccdb988972cc57,0.4408286822438747,4655000,2,70805000,/Users/emilycpweiss/medaka/rawsr/el2week_2.fq.gz,el2sr,59c91742,1363046000,31,DNA,1000,1363046,True,0.8326214474824876,0.9739234742830529,0.9032724608827702,0.9739234742830529,False,14263,5807825,13110270,Eukaryota;Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Kluyveromyces;Kluyveromyces lactis
3867000,0.0028370282440944765,0.7955153260645957,0.0028370282440944765,0.08771977998927559,297.3959141453323,279.0,243.0701370108026,/Users/emilycpweiss/Downloads/genbank-2022.03-bacteria-k31.zip.download/genbank-2022.03-bacteria-k31.zip,"GCA_014861445.1 Pseudoalteromonas prydzensis strain=FME14, ASM1486144v1",fc081b163062c15727cdd233c91327c3,0.7955153260645957,3867000,3,66938000,/Users/emilycpweiss/medaka/rawsr/el2week_2.fq.gz,el2sr,59c91742,1363046000,31,DNA,1000,1363046,True,0.8276263543764797,0.9926476403479879,0.9101369973622337,0.9926476403479879,False,1150030,6957855,13110270,Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Pseudoalteromonadaceae;Pseudoalteromonas;Pseudoalteromonas prydzensis
3655000,0.002681494241573652,0.9738875566213696,0.002681494241573652,0.001500503040745919,5.382216142270861,4.0,6.150618490120458,/Users/emilycpweiss/Downloads/genbank-2022.03-bacteria-k31.zip.download/genbank-2022.03-bacteria-k31.zip,"GCA_002878675.1 Glutamicibacter arilaitensis strain=JB182, ASM287867v1",f4ef09635601f9c437b12b2deaa3ee8f,0.9738875566213696,3655000,4,63283000,/Users/emilycpweiss/medaka/rawsr/el2week_2.fq.gz,el2sr,59c91742,1363046000,31,DNA,1000,1363046,True,0.8261224324588939,0.9991468342513842,0.9126346333551391,0.9991468342513842,False,19672,6977527,13110270,Bacteria;Actinobacteria;Actinomycetia;Micrococcales;Micrococcaceae;Glutamicibacter;Glutamicibacter arilaitensis
3413000,0.00250395071039422,0.8523238380809596,0.002502483408483646,0.044908533538973644,172.60715332746994,164.0,69.35506726165862,/Users/emilycpweiss/Downloads/genbank-2022.03-bacteria-k31.zip.download/genbank-2022.03-bacteria-k31.zip,"GCA_002218025.2 Vibrio casei strain=DSM 22364, ASM221802v2",0ae5fce16ed04317a8fff459cea1eeb4,0.8528235882058971,3411000,5,59872000,/Users/emilycpweiss/medaka/rawsr/el2week_2.fq.gz,el2sr,59c91742,1363046000,31,DNA,1000,1363046,True,0.8242988661167332,0.9948775978242929,0.9095882319705131,0.9948775978242929,False,588763,7566290,13110270,Bacteria;Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae;Vibrio;Vibrio casei
3441000,0.0025244929371422533,0.8034188034188035,0.0024826748326908996,0.004976022614332123,19.27807328605201,17.0,31.031447735058002,/Users/emilycpweiss/Downloads/genbank-2022.03-bacteria-k31.zip.download/genbank-2022.03-bacteria-k31.zip,"GCA_900455185.1 Pseudoalteromonas nigrifaciens strain=NCTC10691, 56931_A02",9a0677f3a75700e4b437761f2225f672,0.8169515669515669,3384000,6,56488000,/Users/emilycpweiss/medaka/rawsr/el2week_2.fq.gz,el2sr,59c91742,1363046000,31,DNA,1000,1363046,True,0.8245161495349309,0.993499431437478,0.9090077904862044,0.993499431437478,False,65237,7631527,13110270,Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Pseudoalteromonadaceae;Pseudoalteromonas;Pseudoalteromonas nigrifaciens
3133000,0.0022985284429138855,0.9993618379068283,0.0022977947919585987,0.00724256632395824,30.316730523627076,28.0,28.728047331602077,/Users/emilycpweiss/Downloads/genbank-2022.03-bacteria-k31.zip.download/genbank-2022.03-bacteria-k31.zip,"GCA_016757695.1 Lacticaseibacillus paracasei subsp. tolerans strain=S-NB, ASM1675769v1",2345e44bdee6308095e758e43c8c4830,0.9996809189534142,3132000,7,53356000,/Users/emilycpweiss/medaka/rawsr/el2week_2.fq.gz,el2sr,59c91742,1363046000,31,DNA,1000,1363046,True,0.8220258598231504,0.9999897054735124,0.9110077826483314,0.9999897054735124,False,94952,7726479,13110270,Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lacticaseibacillus;Lacticaseibacillus paracasei
3091000,0.0022677151027918354,0.8459007403345216,0.0022633131970601138,0.061692017021769956,262.1714748784441,234.0,343.05799477095536,/Users/emilycpweiss/Downloads/genbank-2022.03-bacteria-k31.zip.download/genbank-2022.03-bacteria-k31.zip,"GCA_014861395.1 Psychrobacter sp. FME13 strain=FME13, ASM1486139v1",8b348a8db16e5276ae6db5504bd68b0d,0.8475459281601316,3085000,8,50271000,/Users/emilycpweiss/medaka/rawsr/el2week_2.fq.gz,el2sr,59c91742,1363046000,31,DNA,1000,1363046,True,0.8216680555314623,0.9946783956990942,0.9081732256152782,0.9946783956990942,False,808799,8535278,13110270,Bacteria;Proteobacteria;Gammaproteobacteria;Moraxellales;Moraxellaceae;Psychrobacter;Psychrobacter sp. FME13
3068000,0.0022508411308202365,0.7996866022460173,0.002246439225088515,0.0015107240354317645,6.468321358589157,6.0,4.202905093536147,/Users/emilycpweiss/Downloads/genbank-2022.03-bacteria-k31.zip.download/genbank-2022.03-bacteria-k31.zip,"GCA_014897945.1 Halomonas sp. 1M45 strain=1M45, ASM1489794v1",8e2059885119e8486a13ad981c2b3658,0.8012535910159311,3062000,9,47209000,/Users/emilycpweiss/medaka/rawsr/el2week_2.fq.gz,el2sr,59c91742,1363046000,31,DNA,1000,1363046,True,0.8214701162270794,0.9928778132321502,0.9071739647296149,0.9928778132321502,False,19806,8555084,13110270,Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Halomonadaceae;Halomonas;Halomonas sp. 1M45
