intersect_bp,f_orig_query,f_match,f_unique_to_query,f_unique_weighted,average_abund,median_abund,std_abund,filename,name,md5,f_match_orig,unique_intersect_bp,gather_result_rank,remaining_bp,query_filename,query_name,query_md5,query_bp,ksize,moltype,scaled,query_n_hashes,query_abundance,query_containment_ani,match_containment_ani,average_containment_ani,max_containment_ani,potential_false_negative,n_unique_weighted_found,sum_weighted_found,total_weighted_hashes,lineage
18030000,0.0272503037887444,0.780485693260032,0.0272503037887444,0.006571364295642652,5.270216306156406,4.0,17.829772981074388,/Users/emilycpweiss/Downloads/genbank-2022-4/signatures/fddb3153d262bb9b98b7279cf739b935.sig.gz,"GCA_013365075.1 Geotrichum candidum strain=LMA-77, LMA-77_final",fddb3153d262bb9b98b7279cf739b935,0.780485693260032,18030000,0,109675000,/Users/emilycpweiss/medaka/rawsr/el12week_2.fq.gz,el12sr,f4444a3b,661644000,31,DNA,1000,661644,True,0.8902830562230339,0.9920370711949447,0.9411600637089893,0.9920370711949447,False,95022,95022,14460011,Eukaryota;Ascomycota;Saccharomycetes;Saccharomycetales;Dipodascaceae;Geotrichum;Geotrichum candidum
9418000,0.014234240769960885,0.2921993297753506,0.014232729383172825,0.0015784220357785343,2.4237018158649253,2.0,3.373676902598117,/Users/emilycpweiss/Downloads/genbank-2022-4/signatures/67129159ae2ce764c43409650b7061bd.sig.gz,"GCA_013618395.1 Fusarium domesticum strain=NRRL 29976, ASM1361839v1",67129159ae2ce764c43409650b7061bd,0.2922303586943031,9417000,1,100258000,/Users/emilycpweiss/medaka/rawsr/el12week_2.fq.gz,el12sr,f4444a3b,661644000,31,DNA,1000,661644,True,0.8718266470978357,0.9610928210328901,0.9164597340653629,0.9610928210328901,False,22824,117846,14460011,Eukaryota;Ascomycota;Sordariomycetes;Hypocreales;Nectriaceae;Fusarium;Fusarium domesticum
4130000,0.006242027434692977,0.9866220735785953,0.006242027434692977,0.010088650693280939,35.32251815980629,34.0,29.199880616903858,/Users/emilycpweiss/Downloads/genbank-2022.03-bacteria-k31.zip.download/genbank-2022.03-bacteria-k31.zip,"GCA_003335355.1 Brachybacterium alimentarium strain=738_10, ASM333535v1",7997f3b790f1efc154152b58762ff881,0.9866220735785953,4130000,2,96128000,/Users/emilycpweiss/medaka/rawsr/el12week_2.fq.gz,el12sr,f4444a3b,661644000,31,DNA,1000,661644,True,0.8489487502330645,0.9995656357489336,0.9242571929909991,0.9995656357489336,False,145882,263728,14460011,Bacteria;Actinobacteria;Actinomycetia;Micrococcales;Dermabacteraceae;Brachybacterium;Brachybacterium alimentarium
3853000,0.005823373294400009,0.7926352602345197,0.005823373294400009,0.037121686836891064,139.3148196210745,131.0,112.8937715981844,/Users/emilycpweiss/Downloads/genbank-2022.03-bacteria-k31.zip.download/genbank-2022.03-bacteria-k31.zip,"GCA_014861445.1 Pseudoalteromonas prydzensis strain=FME14, ASM1486144v1",fc081b163062c15727cdd233c91327c3,0.7926352602345197,3853000,3,92275000,/Users/emilycpweiss/medaka/rawsr/el12week_2.fq.gz,el12sr,f4444a3b,661644000,31,DNA,1000,661644,True,0.8470496338218726,0.9925315090654916,0.919790571443682,0.9925315090654916,False,536780,800508,14460011,Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Pseudoalteromonadaceae;Pseudoalteromonas;Pseudoalteromonas prydzensis
3731000,0.005638984106256537,0.989341859845457,0.005611779144071434,0.017960290624951806,69.94505790465931,61.0,68.4305274253332,/Users/emilycpweiss/Downloads/genbank-2022.03-bacteria-k31.zip.download/genbank-2022.03-bacteria-k31.zip,"GCA_002878675.1 Glutamicibacter arilaitensis strain=JB182, ASM287867v1",f4ef09635601f9c437b12b2deaa3ee8f,0.9941380229150013,3713000,4,88562000,/Users/emilycpweiss/medaka/rawsr/el12week_2.fq.gz,el12sr,f4444a3b,661644000,31,DNA,1000,661644,True,0.8461709132997524,0.9998103655340546,0.9229906394169034,0.9998103655340546,False,259706,1060214,14460011,Bacteria;Actinobacteria;Actinomycetia;Micrococcales;Micrococcaceae;Glutamicibacter;Glutamicibacter arilaitensis
3549000,0.005363911710829388,0.8417931688804554,0.005363911710829388,0.0023277990590740215,9.4843617920541,9.0,14.480254256607463,/Users/emilycpweiss/Downloads/genbank-2022.03-bacteria-k31.zip.download/genbank-2022.03-bacteria-k31.zip,"GCA_002332325.1 Brevibacterium aurantiacum strain=962_8, ASM233232v1",d8a219e9bfe24ee158b9fc63b6e36183,0.8417931688804554,3549000,5,85013000,/Users/emilycpweiss/medaka/rawsr/el12week_2.fq.gz,el12sr,f4444a3b,661644000,31,DNA,1000,661644,True,0.8448069375713031,0.994459889215555,0.919633413393429,0.994459889215555,False,33660,1093874,14460011,Bacteria;Actinobacteria;Actinomycetia;Micrococcales;Brevibacteriaceae;Brevibacterium;Brevibacterium aurantiacum
3464000,0.005235443833844182,0.882547770700637,0.005235443833844182,0.004752624323729767,19.839203233256352,17.0,56.43904066053534,/Users/emilycpweiss/Downloads/genbank-2022.03-bacteria-k31.zip.download/genbank-2022.03-bacteria-k31.zip,"GCA_014652815.1 Alcaligenes pakistanensis strain=KCTC 42083, ASM1465281v1",28626b5d6318ddecab6a0c9e477d4bb3,0.882547770700637,3464000,6,81549000,/Users/emilycpweiss/medaka/rawsr/el12week_2.fq.gz,el12sr,f4444a3b,661644000,31,DNA,1000,661644,True,0.8441465599756097,0.9959777124293162,0.920062136202463,0.9959777124293162,False,68723,1162597,14460011,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Alcaligenes;Alcaligenes pakistanensis
3390000,0.005123601211527649,0.8463268365817092,0.0051190670511634655,0.004745224605984048,20.25863596102746,15.0,75.35344810944956,/Users/emilycpweiss/Downloads/genbank-2022.03-bacteria-k31.zip.download/genbank-2022.03-bacteria-k31.zip,"GCA_002218025.2 Vibrio casei strain=DSM 22364, ASM221802v2",0ae5fce16ed04317a8fff459cea1eeb4,0.8470764617691154,3387000,7,78162000,/Users/emilycpweiss/medaka/rawsr/el12week_2.fq.gz,el12sr,f4444a3b,661644000,31,DNA,1000,661644,True,0.8435587466870677,0.9946606178717698,0.9191096822794187,0.9946606178717698,False,68616,1231213,14460011,Bacteria;Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae;Vibrio;Vibrio casei
3490000,0.005274739890333774,0.7397993311036789,0.005014781362787239,0.002282294252749877,9.946353224834237,8.0,13.403714756771656,/Users/emilycpweiss/Downloads/genbank-2022.03-bacteria-k31.zip.download/genbank-2022.03-bacteria-k31.zip,"GCA_014897585.1 Brachybacterium tyrofermentans strain=FME25, ASM1489758v1",484a112af99cb08baf26233e71e30bc9,0.778149386845039,3318000,8,74844000,/Users/emilycpweiss/medaka/rawsr/el12week_2.fq.gz,el12sr,f4444a3b,661644000,31,DNA,1000,661644,True,0.8443502075412183,0.9919411397725028,0.9181456736568605,0.9919411397725028,False,33002,1264215,14460011,Bacteria;Actinobacteria;Actinomycetia;Micrococcales;Dermabacteraceae;Brachybacterium;Brachybacterium tyrofermentans
3217000,0.004862131297193053,0.7497625830959165,0.004772959476697439,0.0017948810689009849,8.218492716909436,6.0,16.133539071509478,/Users/emilycpweiss/Downloads/genbank-2022.03-bacteria-k31.zip.download/genbank-2022.03-bacteria-k31.zip,"GCA_900455185.1 Pseudoalteromonas nigrifaciens strain=NCTC10691, 56931_A02",9a0677f3a75700e4b437761f2225f672,0.7637701804368471,3158000,9,71686000,/Users/emilycpweiss/medaka/rawsr/el12week_2.fq.gz,el12sr,f4444a3b,661644000,31,DNA,1000,661644,True,0.8421345897410359,0.9913445039167809,0.9167395468289083,0.9913445039167809,False,25954,1290169,14460011,Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Pseudoalteromonadaceae;Pseudoalteromonas;Pseudoalteromonas nigrifaciens
3098000,0.004682276269413763,0.8075215460955864,0.004673207948685395,0.04800777814069436,224.51261319534282,214.0,124.33740104075547,/Users/emilycpweiss/Downloads/genbank-2022.03-bacteria-k31.zip.download/genbank-2022.03-bacteria-k31.zip,"GCA_014897945.1 Halomonas sp. 1M45 strain=1M45, ASM1489794v1",8e2059885119e8486a13ad981c2b3658,0.8090885348655001,3092000,10,68594000,/Users/emilycpweiss/medaka/rawsr/el12week_2.fq.gz,el12sr,f4444a3b,661644000,31,DNA,1000,661644,True,0.8411112712355636,0.993189525168638,0.9171503982021008,0.993189525168638,False,694193,1984362,14460011,Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Halomonadaceae;Halomonas;Halomonas sp. 1M45
3087000,0.0046656510147450895,0.8448039484507814,0.004656582694016722,0.31693592764210204,1487.4706264199936,1398.0,1786.4809731181326,/Users/emilycpweiss/Downloads/genbank-2022.03-bacteria-k31.zip.download/genbank-2022.03-bacteria-k31.zip,"GCA_014861395.1 Psychrobacter sp. FME13 strain=FME13, ASM1486139v1",8b348a8db16e5276ae6db5504bd68b0d,0.8464491362763915,3081000,11,65513000,/Users/emilycpweiss/medaka/rawsr/el12week_2.fq.gz,el12sr,f4444a3b,661644000,31,DNA,1000,661644,True,0.8410147661326881,0.9946368473220079,0.9178258067273479,0.9946368473220079,False,4582897,6567259,14460011,Bacteria;Proteobacteria;Gammaproteobacteria;Moraxellales;Moraxellaceae;Psychrobacter;Psychrobacter sp. FME13
